Customer ID,Recency,Frequency,Monetary,Customer Name,R_Score,F_Score,M_Score,RFM_Score,Segment,Marketing Idea
EM-14200,159,3,366.822,Evan Minnotte,4,5,5,455,Champions,Give exclusive discounts or VIP rewards.
EN-13780,288,4,2199.366,Edward Nazzal,5,5,3,553,Loyal Customers,Offer loyalty points or free gifts.
EP-13915,13,17,5478.0608,Emily Phan,1,1,1,111,Lost,Try re-engagement campaigns or surveys.
ER-13855,422,3,1245.7880000000002,Elpida Rittenbach,5,5,4,554,Champions,Give exclusive discounts or VIP rewards.
ES-14020,41,5,3510.458,Erica Smith,2,4,2,242,At Risk,Send win-back offers or reminders.
ES-14080,29,9,4657.924,Erin Smith,2,1,1,211,Lost,Try re-engagement campaigns or surveys.
FA-14230,98,7,2984.054,Frank Atkinson,3,2,2,322,Others,General promotions and newsletters.
FC-14245,71,7,3418.742,Frank Carlisle,3,2,2,322,Others,General promotions and newsletters.
FC-14335,185,7,3889.366,Fred Chung,4,2,2,422,New Customers,Send welcome emails and first-time coupons.
FG-14260,35,7,1383.144,Frank Gastineau,2,2,4,224,Others,General promotions and newsletters.
FH-14275,38,10,4256.272,Frank Hawley,2,1,2,212,Lost,Try re-engagement campaigns or surveys.
FH-14350,213,4,2271.284,Fred Harton,4,5,3,453,Loyal Customers,Offer loyalty points or free gifts.
FH-14365,6,8,6987.196000000001,Fred Hopkins,1,2,1,121,Lost,Try re-engagement campaigns or surveys.
FM-14215,8,10,2456.638,Filia McAdams,1,1,3,113,Others,General promotions and newsletters.
FM-14290,37,9,3736.1979999999994,Frank Merwin,2,1,2,212,Lost,Try re-engagement campaigns or surveys.
FM-14380,146,9,2523.266,Fred McMath,4,1,3,413,New Customers,Send welcome emails and first-time coupons.
FO-14305,39,10,2678.438,Frank Olsen,2,1,3,213,Others,General promotions and newsletters.
FP-14320,24,8,4046.746,Frank Preis,1,2,2,122,Lost,Try re-engagement campaigns or surveys.
FW-14395,363,3,79.75,Fred Wasserman,5,5,5,555,Champions,Give exclusive discounts or VIP rewards.
GA-14515,150,8,3919.7760000000003,George Ashbrook,4,2,2,422,New Customers,Send welcome emails and first-time coupons.
GA-14725,6,11,1398.382,Guy Armstrong,1,1,4,114,Others,General promotions and newsletters.
GB-14530,63,11,1568.44,George Bell,3,1,4,314,Others,General promotions and newsletters.
GB-14575,14,5,4716.288,Giulietta Baptist,1,4,1,141,At Risk,Send win-back offers or reminders.
GD-14590,6,4,1888.07,Giulietta Dortch,1,5,3,153,At Risk,Send win-back offers or reminders.
GG-14650,44,9,2224.0,Greg Guthrie,2,1,3,213,Others,General promotions and newsletters.
GH-14410,76,9,2819.467,Gary Hansen,3,1,2,312,Others,General promotions and newsletters.
GH-14425,51,4,4172.8460000000005,Gary Hwang,2,5,2,252,At Risk,Send win-back offers or reminders.
GH-14485,388,2,1361.2440000000004,Gene Hale,5,5,4,554,Champions,Give exclusive discounts or VIP rewards.
GH-14665,3,2,146.9408,Greg Hansen,1,5,5,155,At Risk,Send win-back offers or reminders.
GK-14620,113,9,6497.27,Grace Kelly,4,1,1,411,New Customers,Send welcome emails and first-time coupons.
GM-14440,84,7,3582.8199999999997,Gary McGarr,3,2,2,322,Others,General promotions and newsletters.
GM-14455,17,6,3078.6240000000003,Gary Mitchum,1,3,2,132,Others,General promotions and newsletters.
GM-14500,107,10,1255.682,Gene McClure,4,1,4,414,New Customers,Send welcome emails and first-time coupons.
GM-14680,153,6,3163.628,Greg Matthias,4,3,2,432,Loyal Customers,Offer loyalty points or free gifts.
GM-14695,118,3,6049.965999999999,Greg Maxwell,4,5,1,451,Loyal Customers,Offer loyalty points or free gifts.
GP-14740,766,2,236.53000000000003,Guy Phonely,5,5,5,555,Champions,Give exclusive discounts or VIP rewards.
GR-14560,1136,2,1284.38,Georgia Rosenberg,5,5,4,554,Champions,Give exclusive discounts or VIP rewards.
GT-14635,57,3,9351.212,Grant Thornton,3,5,1,351,Others,General promotions and newsletters.
GT-14710,37,11,11820.12,Greg Tran,2,1,1,211,Lost,Try re-engagement campaigns or surveys.
GT-14755,35,4,226.436,Guy Thornton,2,5,5,255,At Risk,Send win-back offers or reminders.
GW-14605,29,7,2189.0190000000002,Giulietta Weimer,2,2,3,223,Others,General promotions and newsletters.
GZ-14470,8,9,4355.150000000001,Gary Zandusky,1,1,1,111,Lost,Try re-engagement campaigns or surveys.
GZ-14545,158,4,2454.6220000000003,George Zrebassa,4,5,3,453,Loyal Customers,Offer loyalty points or free gifts.
HA-14905,70,7,2163.3,Helen Abelman,3,2,3,323,Others,General promotions and newsletters.
HA-14920,21,8,2584.158,Helen Andreada,1,2,3,123,Others,General promotions and newsletters.
HD-14785,770,3,251.35999999999999,Harold Dahlen,5,5,5,555,Champions,Give exclusive discounts or VIP rewards.
HE-14800,13,4,883.532,Harold Engle,1,5,5,155,At Risk,Send win-back offers or reminders.
HF-14995,22,7,2533.164,Herbert Flentye,1,2,3,123,Others,General promotions and newsletters.
HG-14845,55,5,785.628,Harry Greene,3,4,5,345,Others,General promotions and newsletters.
HG-14965,24,12,3247.6420000000003,Henry Goldwyn,1,1,2,112,Lost,Try re-engagement campaigns or surveys.
HG-15025,7,7,3690.284,Hunter Glantz,1,2,2,122,Lost,Try re-engagement campaigns or surveys.
HH-15010,73,2,218.668,Hilary Holden,3,5,5,355,Others,General promotions and newsletters.
HJ-14875,127,5,358.1,Heather Jas,4,4,5,445,Champions,Give exclusive discounts or VIP rewards.
HK-14890,152,8,4877.784,Heather Kirkland,4,2,1,421,New Customers,Send welcome emails and first-time coupons.
HL-15040,44,6,12873.297999999999,Hunter Lopez,2,3,1,231,Others,General promotions and newsletters.
HM-14860,3,10,8236.7648,Harry Marie,1,1,1,111,Lost,Try re-engagement campaigns or surveys.
HM-14980,248,4,736.276,Henry MacAllister,5,5,5,555,Champions,Give exclusive discounts or VIP rewards.
HP-14815,31,7,1990.314,Harold Pawlan,2,2,3,223,Others,General promotions and newsletters.
HR-14770,14,5,1299.288,Hallie Redmond,1,4,4,144,At Risk,Send win-back offers or reminders.
HR-14830,160,7,5248.787,Harold Ryan,4,2,1,421,New Customers,Send welcome emails and first-time coupons.
HW-14935,118,8,9300.254,Helen Wasserman,4,2,1,421,New Customers,Send welcome emails and first-time coupons.
HZ-14950,36,5,886.52,Henia Zydlo,2,4,5,245,At Risk,Send win-back offers or reminders.
IG-15085,72,4,744.5740000000001,Ivan Gibson,3,5,5,355,Others,General promotions and newsletters.
IL-15100,143,7,5040.736,Ivan Liston,4,2,1,421,New Customers,Send welcome emails and first-time coupons.
IM-15055,410,3,2872.6300000000006,Ionia McGrath,5,5,2,552,Loyal Customers,Offer loyalty points or free gifts.
IM-15070,391,7,4930.474,Irene Maddox,5,2,1,521,New Customers,Send welcome emails and first-time coupons.
JA-15970,93,8,6491.026000000001,Joseph Airdo,3,2,1,321,Others,General promotions and newsletters.
JB-15400,8,10,1791.605,Jennifer Braxton,1,1,3,113,Others,General promotions and newsletters.
JB-15925,738,3,900.5520000000001,Joni Blumstein,5,5,5,555,Champions,Give exclusive discounts or VIP rewards.
JB-16000,44,7,644.1188,Joy Bell-,2,2,5,225,Others,General promotions and newsletters.
JB-16045,8,5,2518.115,Julia Barnett,1,4,3,143,At Risk,Send win-back offers or reminders.
JC-15340,115,4,71.263,Jasper Cacioppo,4,5,5,455,Champions,Give exclusive discounts or VIP rewards.
JC-15385,176,1,1058.1080000000002,Jenna Caffey,4,5,4,454,Champions,Give exclusive discounts or VIP rewards.
JC-15775,159,9,2772.0550000000003,John Castell,4,1,2,412,New Customers,Send welcome emails and first-time coupons.
JC-16105,58,5,858.576,Julie Creighton,3,4,5,345,Others,General promotions and newsletters.
JD-15790,118,5,2152.352,John Dryer,4,4,3,443,Loyal Customers,Offer loyalty points or free gifts.
JD-15895,395,11,7610.8640000000005,Jonathan Doherty,5,1,1,511,New Customers,Send welcome emails and first-time coupons.
JD-16015,113,6,385.43000000000006,Joy Daniels,4,3,5,435,Loyal Customers,Offer loyalty points or free gifts.
JD-16060,301,3,695.442,Julia Dunbar,5,5,5,555,Champions,Give exclusive discounts or VIP rewards.
JD-16150,42,8,8828.0305,Justin Deggeller,2,2,1,221,Lost,Try re-engagement campaigns or surveys.
JE-15475,194,6,1388.682,Jeremy Ellison,4,3,4,434,Loyal Customers,Offer loyalty points or free gifts.
JE-15610,49,7,7754.976,Jim Epp,2,2,1,221,Lost,Try re-engagement campaigns or surveys.
JE-15715,47,10,8697.843,Joe Elijah,2,1,1,211,Lost,Try re-engagement campaigns or surveys.
JE-15745,52,13,6760.8150000000005,Joel Eaton,2,1,1,211,Lost,Try re-engagement campaigns or surveys.
JE-16165,21,3,2697.248,Justin Ellison,1,5,3,153,At Risk,Send win-back offers or reminders.
JF-15190,66,7,2279.5860000000002,Jamie Frazer,3,2,3,323,Others,General promotions and newsletters.
JF-15295,226,5,955.124,Jason Fortune-,5,4,5,545,Champions,Give exclusive discounts or VIP rewards.
JF-15355,106,6,1911.844,Jay Fein,4,3,3,433,Loyal Customers,Offer loyalty points or free gifts.
JF-15415,3,6,2371.448,Jennifer Ferguson,1,3,3,133,Others,General promotions and newsletters.
JF-15490,122,11,1082.9180000000001,Jeremy Farry,4,1,4,414,New Customers,Send welcome emails and first-time coupons.
JF-15565,55,8,4198.332,Jill Fjeld,3,2,2,322,Others,General promotions and newsletters.
JG-15115,759,3,2358.676,Jack Garza,5,5,3,553,Loyal Customers,Offer loyalty points or free gifts.
JG-15160,2,11,6366.392,James Galang,1,1,1,111,Lost,Try re-engagement campaigns or surveys.
JG-15310,3,6,2240.58,Jason Gross,1,3,3,133,Others,General promotions and newsletters.
JG-15805,224,6,1507.018,John Grady,4,3,4,434,Loyal Customers,Offer loyalty points or free gifts.
JH-15430,6,4,309.281,Jennifer Halladay,1,5,5,155,At Risk,Send win-back offers or reminders.
JH-15820,175,6,528.91,John Huston,4,3,5,435,Loyal Customers,Offer loyalty points or free gifts.
JH-15910,42,7,959.477,Jonathan Howell,2,2,5,225,Others,General promotions and newsletters.
JH-15985,30,6,7954.9980000000005,Joseph Holt,2,3,1,231,Others,General promotions and newsletters.
JH-16180,405,4,2256.3940000000002,Justin Hirsh,5,5,3,553,Loyal Customers,Offer loyalty points or free gifts.
JJ-15445,484,5,709.178,Jennifer Jackson,5,4,5,545,Champions,Give exclusive discounts or VIP rewards.
JJ-15760,754,2,195.0,Joel Jenkins,5,5,5,555,Champions,Give exclusive discounts or VIP rewards.
JK-15205,62,5,4427.142,Jamie Kunitz,3,4,1,341,Others,General promotions and newsletters.
JK-15325,288,3,383.812,Jason Klamczynski,5,5,5,555,Champions,Give exclusive discounts or VIP rewards.
JK-15370,45,8,2709.632,Jay Kimmel,2,2,3,223,Others,General promotions and newsletters.
JK-15625,62,7,3760.028,Jim Karlsson,3,2,2,322,Others,General promotions and newsletters.
JK-15640,181,9,4760.434,Jim Kriz,4,1,1,411,New Customers,Send welcome emails and first-time coupons.
JK-15730,85,10,4867.2,Joe Kamberova,3,1,1,311,Others,General promotions and newsletters.
JK-16090,29,3,3747.668,Juliana Krohn,2,5,2,252,At Risk,Send win-back offers or reminders.
JK-16120,118,10,2932.484,Julie Kriz,4,1,2,412,New Customers,Send welcome emails and first-time coupons.
JL-15130,9,6,1214.956,Jack Lebron,1,3,4,134,Others,General promotions and newsletters.
JL-15175,7,5,1571.5230000000001,James Lanier,1,4,4,144,At Risk,Send win-back offers or reminders.
JL-15235,120,5,2203.7,Janet Lee,4,4,3,443,Loyal Customers,Offer loyalty points or free gifts.
JL-15505,50,6,3173.874,Jeremy Lonsdale,2,3,2,232,Others,General promotions and newsletters.
JL-15835,22,11,9799.923,John Lee,1,1,1,111,Lost,Try re-engagement campaigns or surveys.
JL-15850,615,6,2725.256,John Lucas,5,3,3,533,Loyal Customers,Offer loyalty points or free gifts.
JM-15250,38,6,3159.1220000000003,Janet Martin,2,3,2,232,Others,General promotions and newsletters.
JM-15265,38,5,1804.146,Janet Molinari,2,4,3,243,At Risk,Send win-back offers or reminders.
JM-15535,103,7,1733.4430000000002,Jessica Myrick,3,2,4,324,Others,General promotions and newsletters.
JM-15580,1,5,303.94800000000004,Jill Matthias,1,4,5,145,At Risk,Send win-back offers or reminders.
JM-15655,9,5,864.947,Jim Mitchum,1,4,5,145,At Risk,Send win-back offers or reminders.
JM-15865,110,7,7625.076000000001,John Murray,4,2,1,421,New Customers,Send welcome emails and first-time coupons.
JM-16195,58,10,2833.926,Justin MacKendrick,3,1,2,312,Others,General promotions and newsletters.
JO-15145,58,9,3254.949,Jack O'Briant,3,1,2,312,Others,General promotions and newsletters.
JO-15280,93,6,1934.272,Jas O'Carroll,3,3,3,333,Others,General promotions and newsletters.
JO-15550,216,5,1090.8380000000002,Jesus Ocampo,4,4,4,444,Champions,Give exclusive discounts or VIP rewards.
JP-15460,38,7,1669.135,Jennifer Patt,2,2,4,224,Others,General promotions and newsletters.
JP-15520,9,7,3635.594,Jeremy Pistek,1,2,2,122,Lost,Try re-engagement campaigns or surveys.
JP-16135,103,9,1707.71,Julie Prescott,3,1,4,314,Others,General promotions and newsletters.
JR-15670,594,2,1156.6580000000001,Jim Radford,5,5,4,554,Champions,Give exclusive discounts or VIP rewards.
JR-15700,69,1,863.8799999999999,Jocasta Rupert,3,5,5,355,Others,General promotions and newsletters.
JR-16210,34,5,2201.686,Justin Ritter,2,4,3,243,At Risk,Send win-back offers or reminders.
JS-15595,120,4,1417.654,Jill Stevenson,4,5,4,454,Champions,Give exclusive discounts or VIP rewards.
JS-15685,43,4,1131.064,Jim Sink,2,5,4,254,At Risk,Send win-back offers or reminders.
JS-15880,535,5,3868.02,John Stevenson,5,4,2,542,Loyal Customers,Offer loyalty points or free gifts.
JS-15940,464,5,469.16900000000004,Joni Sundaresam,5,4,5,545,Champions,Give exclusive discounts or VIP rewards.
JS-16030,29,6,2516.494,Joy Smith,2,3,3,233,Others,General promotions and newsletters.
JW-15220,43,6,7721.714,Jane Waco,2,3,1,231,Others,General promotions and newsletters.
JW-15955,6,7,1244.086,Joni Wasserman,1,2,4,124,Others,General promotions and newsletters.
JW-16075,462,4,1428.731,Julia West,5,5,4,554,Champions,Give exclusive discounts or VIP rewards.
KA-16525,37,7,1519.506,Kelly Andreada,2,2,4,224,Others,General promotions and newsletters.
KB-16240,5,7,3152.6150000000002,Karen Bern,1,2,2,122,Lost,Try re-engagement campaigns or surveys.
KB-16315,297,9,1569.4640000000002,Karl Braun,5,1,4,514,New Customers,Send welcome emails and first-time coupons.
KB-16405,118,3,908.821,Katrina Bavinger,4,5,5,455,Champions,Give exclusive discounts or VIP rewards.
KB-16585,231,12,2744.742,Ken Black,5,1,3,513,New Customers,Send welcome emails and first-time coupons.
KB-16600,2,7,983.9219999999999,Ken Brennan,1,2,4,124,Others,General promotions and newsletters.
KC-16255,408,6,2120.954,Karen Carlisle,5,3,3,533,Loyal Customers,Offer loyalty points or free gifts.
KC-16540,98,4,3908.262,Kelly Collister,3,5,2,352,Others,General promotions and newsletters.
KC-16675,58,4,1146.05,Kimberly Carter,3,5,4,354,Others,General promotions and newsletters.
KD-16270,485,5,8282.358,Karen Daniels,5,4,1,541,Loyal Customers,Offer loyalty points or free gifts.
KD-16345,42,6,1888.964,Katherine Ducich,2,3,3,233,Others,General promotions and newsletters.
KD-16495,113,12,8181.256,Keith Dawkins,4,1,1,411,New Customers,Send welcome emails and first-time coupons.
KD-16615,290,5,2243.51,Ken Dana,5,4,3,543,Loyal Customers,Offer loyalty points or free gifts.
KE-16420,27,8,1686.7312,Katrina Edelman,1,2,4,124,Others,General promotions and newsletters.
KF-16285,98,7,10604.266000000001,Karen Ferguson,3,2,1,321,Others,General promotions and newsletters.
KH-16330,41,8,3312.864,Katharine Harms,2,2,2,222,Lost,Try re-engagement campaigns or surveys.
KH-16360,2,6,3100.612,Katherine Hughes,1,3,2,132,Others,General promotions and newsletters.
KH-16510,23,7,5952.859,Keith Herrera,1,2,1,121,Lost,Try re-engagement campaigns or surveys.
KH-16630,59,9,3918.9660000000003,Ken Heidel,3,1,2,312,Others,General promotions and newsletters.
KH-16690,3,7,5990.799000000001,Kristen Hastings,1,2,1,121,Lost,Try re-engagement campaigns or surveys.
KL-16555,17,8,5016.488,Kelly Lampkin,1,2,1,121,Lost,Try re-engagement campaigns or surveys.
KL-16645,48,12,14175.229000000001,Ken Lonsdale,2,1,1,211,Lost,Try re-engagement campaigns or surveys.
KM-16225,15,6,2260.958,Kalyca Meade,1,3,3,133,Others,General promotions and newsletters.
KM-16375,57,8,5620.186,Katherine Murray,3,2,1,321,Others,General promotions and newsletters.
KM-16660,16,5,453.538,Khloe Miller,1,4,5,145,At Risk,Send win-back offers or reminders.
KM-16720,29,8,4909.472000000001,Kunst Miller,2,2,1,221,Lost,Try re-engagement campaigns or surveys.
KN-16390,20,9,2617.272,Katherine Nockton,1,1,3,113,Others,General promotions and newsletters.
KN-16450,53,5,2171.962,Kean Nguyen,2,4,3,243,At Risk,Send win-back offers or reminders.
KN-16705,99,8,2280.58,Kristina Nunn,3,2,3,323,Others,General promotions and newsletters.
KS-16300,296,3,88.47200000000001,Karen Seio,5,5,5,555,Champions,Give exclusive discounts or VIP rewards.
KT-16465,392,7,3057.0999999999995,Kean Takahito,5,2,2,522,New Customers,Send welcome emails and first-time coupons.
KT-16480,101,10,4642.0884,Kean Thornton,3,1,1,311,Others,General promotions and newsletters.
KW-16435,97,5,4416.5199999999995,Katrina Willman,3,4,1,341,Others,General promotions and newsletters.
KW-16570,772,4,449.096,Kelly Williams,5,5,5,555,Champions,Give exclusive discounts or VIP rewards.
LA-16780,155,11,8673.222,Laura Armstrong,4,1,1,411,New Customers,Send welcome emails and first-time coupons.
LB-16735,49,3,50.188,Larry Blacks,2,5,5,255,At Risk,Send win-back offers or reminders.
LB-16795,153,8,4985.676,Laurel Beltran,4,2,1,421,New Customers,Send welcome emails and first-time coupons.
LC-16870,28,8,2580.7039999999997,Lena Cacioppo,2,2,3,223,Others,General promotions and newsletters.
LC-16885,17,12,7663.126,Lena Creighton,1,1,1,111,Lost,Try re-engagement campaigns or surveys.
LC-16930,42,8,4492.946,Linda Cazamias,2,2,1,221,Lost,Try re-engagement campaigns or surveys.
LC-16960,437,4,3246.626,Lindsay Castell,5,5,2,552,Loyal Customers,Offer loyalty points or free gifts.
LC-17050,55,5,2095.064,Liz Carlisle,3,4,3,343,Others,General promotions and newsletters.
LC-17140,14,9,2633.582,Logan Currie,1,1,3,113,Others,General promotions and newsletters.
LD-16855,553,1,5.304,Lela Donovan,5,5,5,555,Champions,Give exclusive discounts or VIP rewards.
LD-17005,415,4,1961.934,Lisa DeCherney,5,5,3,553,Loyal Customers,Offer loyalty points or free gifts.
LE-16810,22,6,1469.45,Laurel Elliston,1,3,4,134,Others,General promotions and newsletters.
LF-17185,23,7,3930.508999999999,Luke Foster,1,2,2,122,Lost,Try re-engagement campaigns or surveys.
LH-16750,152,3,287.426,Larry Hughes,4,5,5,455,Champions,Give exclusive discounts or VIP rewards.
LH-16900,22,9,2295.332,Lena Hernandez,1,1,3,113,Others,General promotions and newsletters.
LH-17020,240,4,318.239,Lisa Hazard,5,5,5,555,Champions,Give exclusive discounts or VIP rewards.
LH-17155,386,9,1739.689,Logan Haushalter,5,1,3,513,New Customers,Send welcome emails and first-time coupons.
LL-16840,250,6,2741.2039999999997,Lauren Leatherbury,5,3,3,533,Loyal Customers,Offer loyalty points or free gifts.
LM-17065,392,5,1346.7740000000001,Liz MacKendrick,5,4,4,544,Champions,Give exclusive discounts or VIP rewards.
LO-17170,3,5,644.35,Lori Olson,1,4,5,145,At Risk,Send win-back offers or reminders.
LP-17080,41,4,756.6059999999999,Liz Pelletier,2,5,5,255,At Risk,Send win-back offers or reminders.
LP-17095,10,7,3653.399,Liz Preis,1,2,2,122,Lost,Try re-engagement campaigns or surveys.
LR-16915,27,6,5142.892,Lena Radford,2,3,1,231,Others,General promotions and newsletters.
LR-17035,133,5,1879.306,Lisa Ryan,4,4,3,443,Loyal Customers,Offer loyalty points or free gifts.
LS-16945,179,6,2845.2700000000004,Linda Southworth,4,3,2,432,Loyal Customers,Offer loyalty points or free gifts.
LS-16975,21,9,2988.674,Lindsay Shagiari,1,1,2,112,Lost,Try re-engagement campaigns or surveys.
LS-17200,97,6,1010.2560000000001,Luke Schmidt,3,3,4,334,Others,General promotions and newsletters.
LS-17230,778,3,368.88000000000005,Lycoris Saunders,5,5,5,555,Champions,Give exclusive discounts or VIP rewards.
LS-17245,35,6,1008.1360000000001,Lynn Smith,2,3,4,234,Others,General promotions and newsletters.
LT-16765,27,3,329.876,Larry Tron,2,5,5,255,At Risk,Send win-back offers or reminders.
LT-17110,35,8,2936.252,Liz Thompson,2,2,2,222,Lost,Try re-engagement campaigns or surveys.
LW-16825,89,5,2238.061,Laurel Workman,3,4,3,343,Others,General promotions and newsletters.
LW-16990,34,6,3230.308,Lindsay Williams,2,3,2,232,Others,General promotions and newsletters.
LW-17125,206,3,1259.04,Liz Willingham,4,5,4,454,Champions,Give exclusive discounts or VIP rewards.
LW-17215,22,7,5420.514,Luke Weiss,1,2,1,121,Lost,Try re-engagement campaigns or surveys.
MA-17560,65,11,4299.161,Matt Abelman,3,1,1,311,Others,General promotions and newsletters.
MA-17995,187,6,2453.284,Michelle Arnett,4,3,3,433,Loyal Customers,Offer loyalty points or free gifts.
MB-17305,49,10,1548.702,Maria Bertelson,2,1,4,214,Others,General promotions and newsletters.
MB-18085,45,7,1428.2310000000002,Mick Brown,2,2,4,224,Others,General promotions and newsletters.
MC-17275,77,8,2725.982,Marc Crier,3,2,3,323,Others,General promotions and newsletters.
MC-17425,400,5,4432.138,Mark Cousins,5,4,1,541,Loyal Customers,Offer loyalty points or free gifts.
MC-17575,28,8,1303.893,Matt Collins,2,2,4,224,Others,General promotions and newsletters.
MC-17590,52,6,2426.0669999999996,Matt Collister,2,3,3,233,Others,General promotions and newsletters.
MC-17605,113,8,2258.192,Matt Connell,4,2,3,423,New Customers,Send welcome emails and first-time coupons.
MC-17635,190,4,795.154,Matthew Clasen,4,5,5,455,Champions,Give exclusive discounts or VIP rewards.
MC-17845,2,7,3805.714,Michael Chen,1,2,2,122,Lost,Try re-engagement campaigns or surveys.
MC-18100,42,10,2218.98,Mick Crebagga,2,1,3,213,Others,General promotions and newsletters.
MC-18130,370,5,1581.9979999999998,Mike Caudle,5,4,4,544,Champions,Give exclusive discounts or VIP rewards.
MD-17350,118,7,3766.382,Maribeth Dona,4,2,2,422,New Customers,Send welcome emails and first-time coupons.
MD-17860,37,5,1204.91,Michael Dominguez,2,4,4,244,At Risk,Send win-back offers or reminders.
ME-17320,43,10,10663.728000000001,Maria Etezadi,2,1,1,211,Lost,Try re-engagement campaigns or surveys.
ME-17725,29,8,1908.4532,Max Engle,2,2,3,223,Others,General promotions and newsletters.
ME-18010,93,4,1256.9440000000002,Michelle Ellison,3,5,4,354,Others,General promotions and newsletters.
MF-17665,422,5,937.0390000000002,Maureen Fritzler,5,4,5,545,Champions,Give exclusive discounts or VIP rewards.
MF-18250,8,5,1758.3,Monica Federle,1,4,3,143,At Risk,Send win-back offers or reminders.
MG-17650,30,7,3785.276,Matthew Grinstein,2,2,2,222,Lost,Try re-engagement campaigns or surveys.
MG-17680,93,4,2350.188,Maureen Gastineau,3,5,3,353,Others,General promotions and newsletters.
MG-17695,556,3,1342.2820000000002,Maureen Gnade,5,5,4,554,Champions,Give exclusive discounts or VIP rewards.
MG-17875,117,5,1242.833,Michael Grace,4,4,4,444,Champions,Give exclusive discounts or VIP rewards.
MG-17890,100,9,776.384,Michael Granlund,3,1,5,315,Others,General promotions and newsletters.
MG-18145,85,4,3061.543,Mike Gockenbach,3,5,2,352,Others,General promotions and newsletters.
MG-18205,265,1,16.739000000000004,Mitch Gastineau,5,5,5,555,Champions,Give exclusive discounts or VIP rewards.
MH-17290,120,6,2394.025,Marc Harrigan,4,3,3,433,Loyal Customers,Offer loyalty points or free gifts.
MH-17440,377,4,400.016,Mark Haberlin,5,5,5,555,Champions,Give exclusive discounts or VIP rewards.
MH-17455,86,8,2456.1820000000002,Mark Hamilton,3,2,3,323,Others,General promotions and newsletters.
MH-17620,156,4,1252.8,Matt Hagelstein,4,5,4,454,Champions,Give exclusive discounts or VIP rewards.
MH-17785,99,7,2203.7780000000002,Maya Herman,3,2,3,323,Others,General promotions and newsletters.
MH-18025,50,5,2984.948,Michelle Huthwaite,2,4,2,242,At Risk,Send win-back offers or reminders.
MH-18115,6,9,5503.093,Mick Hernandez,1,1,1,111,Lost,Try re-engagement campaigns or surveys.
MJ-17740,23,7,6320.746,Max Jones,1,2,1,121,Lost,Try re-engagement campaigns or surveys.
MK-17905,29,8,2302.368,Michael Kennedy,2,2,3,223,Others,General promotions and newsletters.
MK-18160,241,4,1031.602,Mike Kennedy,5,5,4,554,Champions,Give exclusive discounts or VIP rewards.
ML-17395,70,9,2722.843,Marina Lichtenstein,3,1,3,313,Others,General promotions and newsletters.
ML-17410,55,6,2921.5,Maris LaWare,3,3,2,332,Others,General promotions and newsletters.
ML-17755,30,7,2071.9139999999998,Max Ludwig,2,2,3,223,Others,General promotions and newsletters.
ML-18040,80,3,742.082,Michelle Lonsdale,3,5,5,355,Others,General promotions and newsletters.
ML-18265,101,2,162.232,Muhammed Lee,3,5,5,355,Others,General promotions and newsletters.
MM-17260,169,4,1314.0230000000001,Magdelene Morse,4,5,4,454,Champions,Give exclusive discounts or VIP rewards.
MM-17920,8,11,3794.0800000000004,Michael Moore,1,1,2,112,Lost,Try re-engagement campaigns or surveys.
MM-18055,62,8,2749.881,Michelle Moray,3,2,3,323,Others,General promotions and newsletters.
MM-18280,86,9,775.414,Muhammed MacIntyre,3,1,5,315,Others,General promotions and newsletters.
MN-17935,35,6,2477.9460000000004,Michael Nguyen,2,3,3,233,Others,General promotions and newsletters.
MO-17500,73,4,922.4870000000001,Mary O'Rourke,3,5,5,355,Others,General promotions and newsletters.
MO-17800,105,8,1687.027,Meg O'Connel,4,2,4,424,New Customers,Send welcome emails and first-time coupons.
MO-17950,181,2,154.288,Michael Oakman,4,5,5,455,Champions,Give exclusive discounts or VIP rewards.
MP-17470,720,7,3206.132,Mark Packer,5,2,2,522,New Customers,Send welcome emails and first-time coupons.
MP-17965,73,9,3983.6420000000003,Michael Paige,3,1,2,312,Others,General promotions and newsletters.
MP-18175,17,9,5087.92,Mike Pelletier,1,1,1,111,Lost,Try re-engagement campaigns or surveys.
MR-17545,126,4,639.178,Mathew Reese,4,5,5,455,Champions,Give exclusive discounts or VIP rewards.
MS-17365,274,10,7443.6900000000005,Maribeth Schnelling,5,1,1,511,New Customers,Send welcome emails and first-time coupons.
MS-17530,435,4,475.65599999999995,MaryBeth Skach,5,5,5,555,Champions,Give exclusive discounts or VIP rewards.
MS-17710,414,6,1613.402,Maurice Satty,5,3,4,534,Loyal Customers,Offer loyalty points or free gifts.
MS-17770,122,9,3144.678,Maxwell Schwartz,4,1,2,412,New Customers,Send welcome emails and first-time coupons.
MS-17830,453,4,370.348,Melanie Seite,5,5,5,555,Champions,Give exclusive discounts or VIP rewards.
MS-17980,27,6,855.116,Michael Stewart,2,3,5,235,Others,General promotions and newsletters.
MT-17815,50,6,2890.139,Meg Tillman,2,3,2,232,Others,General promotions and newsletters.
MT-18070,204,4,1319.4497999999999,Michelle Tran,4,5,4,454,Champions,Give exclusive discounts or VIP rewards.
MV-17485,28,9,1560.0500000000002,Mark Van Huff,2,1,4,214,Others,General promotions and newsletters.
MV-18190,20,7,1734.574,Mike Vittorini,1,2,4,124,Others,General promotions and newsletters.
MW-18220,18,7,5341.900000000001,Mitch Webber,1,2,1,121,Lost,Try re-engagement campaigns or surveys.
